Name,Score,Genres,English name,Type,Month Aired,Year Aired,Duracion_min,Episodes,Premiered,Studios,Source,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,Dropped
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,6.87,"['Adventure', 'Comedy', 'Drama', 'Martial Arts', 'Samurai', 'Shounen']",Jubei-chan 2:The Counterattack of Siberia Yagyu,TV,Jan,2004,25,13,Winter,Madhouse,Original,PG,4166.0,5069,9198,23,304,5127,292
Iketeru Futari,6.63,"['Comedy', 'Romance', 'Ecchi', 'School', 'Seinen']",Iketeru Futari,TV,Feb,1999,8,16,Winter,J.C.Staff,Manga,R,5258.0,4003,16327,32,470,11244,484
Ichigo 100% Special 2,6.88,"['Comedy', 'Ecchi', 'Romance', 'Shounen']",Strawberry 100%,Special,Dec,2005,23,1,Winter,Madhouse,Manga,PG,4111.0,3970,16648,11,189,13389,133
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,6.9,"['Ecchi', 'Romance', 'Shounen']",Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,Special,Sep,2004,25,1,Fall,Madhouse,Unknown,PG,4021.0,3932,17010,8,223,13298,131
Hachimitsu to Clover Specials,7.7,"['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']",Honey and Clover Specials,Special,Dec,2005,22,2,Winter,J.C.Staff,Manga,PG,1026.0,3119,27490,52,354,20167,225
Hikaru no Go: Hokuto Hai e no Michi,7.98,"['Game', 'Shounen']",Hikaru no Go: Hokuto Hai e no Michi,Special,Jan,2004,77,1,Winter,Studio Pierrot,Manga,G,559.0,3616,20516,37,310,15964,145
Haunted Junction,6.65,"['Comedy', 'Supernatural', 'School', 'Shounen']",Haunted Junction,TV,Apr,1997,24,12,Spring,Studio Deen,Manga,PG,5132.0,7345,3639,10,132,1766,220
Harukanaru Toki no Naka de: Ajisai Yumegatari,6.28,"['Adventure', 'Fantasy', 'Romance', 'Supernatural', 'Demons', 'Historical', 'Drama', 'Shoujo']",Harukanaru Toki no Naka de: Ajisai Yumegatari,OVA,Mar,2002,30,2,Spring,Zexcs,Visual novel,PG,6991.0,7719,3124,4,110,1549,90
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,6.19,"['Comedy', 'Drama', 'Harem', 'Romance', 'Sci-Fi']",Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,TV,Jun,2004,12,13,Summer,Unknown,Visual novel,PG,7424.0,5668,7007,8,315,3426,293
Hanaukyou Maid-tai: La Verite,6.8,"['Comedy', 'Ecchi', 'Harem', 'Romance']",Hanaukyo Maid Team:La Verite,TV,Apr,2004,23,12,Spring,Daume,Manga,R,4436.0,3653,20049,21,740,13402,689
Gunsmith Cats,7.27,"['Action', 'Comedy', 'Police', 'Seinen']",Gunsmith Cats,OVA,Nov,1995,29,3,Fall,OLM,Manga,PG,2498.0,2796,33519,237,1090,19204,333
Galaxy Angel Z,7.18,"['Sci-Fi', 'Comedy']",Galaxy Angel Z,TV,Feb,2002,24,9,Winter,Madhouse,Original,PG,2845.0,5155,8784,11,191,5996,206
Galaxy Angel 3,7.31,"['Comedy', 'Sci-Fi']",Galaxy Angel 3,TV,Oct,2002,24,26,Fall,Madhouse,Original,PG,2289.0,5310,8186,22,240,5251,220
Galaxy Angel 3 Specials,7.18,"['Comedy', 'Sci-Fi']",Galaxy Angel 3 Specials,Special,Nov,2003,13,2,Fall,Unknown,Unknown,PG,2845.0,7610,3265,2,53,2058,55
Galaxy Angel 4,7.22,"['Comedy', 'Sci-Fi']",Galaxy Angel 4,TV,Jul,2004,24,13,Summer,"Madhouse, feel.",Game,PG,2698.0,5731,6813,11,184,4029,166
Air in Summer,7.33,"['Romance', 'Supernatural', 'Comedy', 'Historical', 'Drama']",Air in Summer,Special,Aug,2005,24,2,Summer,Kyoto Animation,Visual novel,PG,2185.0,2649,36947,44,363,29724,261
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.94,"['Game', 'Psychological', 'Thriller', 'Seinen']",Touhai Densetsu Akagi: Yami ni Maiorita Tensai,TV,Oct,2005,23,26,Fall,Madhouse,Manga,R,629.0,1631,81739,1041,4061,42335,2609
Azumanga Daioh: Gekijou Tanpen,7.03,"['Comedy', 'School', 'Slice of Life']",Azumanga Daioh: Gekijou Tanpen,Special,Dec,2001,6,1,Winter,J.C.Staff,4-koma manga,G,3528.0,2701,35839,23,273,29463,162
Denshin Mamotte Shugogetten,6.49,"['Comedy', 'Fantasy', 'Magic', 'Romance', 'Shounen']",Denshin Mamotte Shugogetten,OVA,Jun,2000,30,8,Summer,Toei Animation,Manga,PG,5933.0,7698,3137,7,111,1642,141
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,6.23,"['Harem', 'Romance', 'School', 'Drama']",Elf-ban Kakyuusei: Anata dake wo Mitsumete...,OVA,Nov,1997,30,4,Fall,Unknown,Visual novel,R,7192.0,7945,2854,5,109,1458,109
Fullmetal Alchemist: Reflections,7.29,"['Adventure', 'Fantasy', 'Comedy', 'Military', 'Drama', 'Shounen']",Fullmetal Alchemist: Reflections,Special,Mar,2005,55,1,Spring,Bones,Manga,PG,2388.0,2650,37102,55,593,23507,397
JoJo no Kimyou na Bouken: Adventure,7.18,"['Adventure', 'Drama', 'Fantasy', 'Horror', 'Shounen', 'Supernatural', 'Vampire']",JoJo's Bizarre Adventure,OVA,May,2000,30,7,Spring,APPP,Manga,R,2855.0,2102,55986,338,2034,33370,1385
JoJo no Kimyou na Bouken,7.35,"['Adventure', 'Drama', 'Fantasy', 'Horror', 'Shounen', 'Supernatural', 'Vampire']",JoJo's Bizarre Adventure,OVA,Nov,1993,35,6,Fall,APPP,Manga,R,2110.0,1731,75346,1311,3328,43368,2085
Kashimashi: Girl Meets Girl,6.67,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo Ai', 'Slice of Life']",Girl Meets Girl,TV,Jan,2006,24,12,Winter,Studio Hibari,Manga,PG,5054.0,2436,43400,186,1686,25767,2447
Koi Koi 7,5.81,"['Comedy', 'Harem', 'Romance']",Koi Koi Seven,TV,Apr,2005,25,13,Spring,Studio Flag,Manga,R,8809.0,4273,14063,18,835,6632,1249
Kujibiki Unbalance,6.12,"['Comedy', 'Romance', 'School']",Kujibiki Unbalance,OVA,Dec,2004,25,3,Winter,Palm Studio,Other,PG,7702.0,4790,10660,5,232,6826,269
Lamune,6.83,"['Drama', 'Romance', 'Slice of Life']",Lamune,TV,Oct,2005,24,12,Fall,"Trinet Entertainment, Picture Magic",Visual novel,PG,4331.0,2643,37315,73,1424,21386,1772
Lemon Angel Project,6.59,"['Drama', 'Music']",Lemon Angel Project,TV,Jan,2006,24,13,Winter,Unknown,Other,PG,5454.0,5550,7331,21,301,3211,534
Mai-HiME Specials,6.93,['Comedy'],My-Hime Specials,Special,Jan,2005,1,27,Winter,Sunrise,Original,PG,3911.0,4739,10896,25,184,7841,161
One: Kagayaku Kisetsu e,5.22,"['Supernatural', 'Drama']",One: Kagayaku Kisetsu e,OVA,Aug,2001,27,4,Summer,Unknown,Visual novel,PG,10293.0,7681,3174,4,118,1393,162
Refrain Blue,5.8,"['Romance', 'Drama']",Refrain Blue,OVA,Jun,2000,30,3,Summer,Pink Pineapple,Visual novel,R,8846.0,8924,1930,1,80,912,105
Sentimental Journey,6.36,"['Drama', 'Romance', 'Shoujo']",Sentimental Journey,TV,Apr,1998,20,12,Spring,Sunrise,Original,PG,6619.0,8364,2438,3,137,770,129
Shadow Skill: Eigi,7.12,"['Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Super Power', 'Drama', 'Shounen']",Shadow Skill: Eigi,TV,Jul,1998,25,26,Summer,Studio Deen,Unknown,PG,3134.0,4626,11553,74,595,5146,600
Shadow Skill (1996),6.59,"['Adventure', 'Drama', 'Fantasy', 'Shounen']",Shadow Skill:The Movie,OVA,Sep,1996,30,3,Fall,Zero-G Room,Unknown,R,5420.0,6697,4632,13,125,3014,96
Tenbatsu Angel Rabbie☆,5.16,"['Magic', 'Comedy', 'Sci-Fi']",Tenbatsu Angel Rabbie☆,OVA,Jan,2004,24,1,Winter,AIC Spirits,Visual novel,PG,10389.0,9225,1720,1,50,1067,34
Otogi Story Tenshi no Shippo,6.56,"['Fantasy', 'Magic', 'Comedy', 'Harem', 'Romance']",Angel Tales,TV,Oct,2001,22,12,Fall,Tokyo Kids,Original,PG,5578.0,4416,12885,30,574,6968,711
Otogi Story Tenshi no Shippo Specials,6.4,"['Comedy', 'Fantasy', 'Magic', 'Romance']",Angel Tales,OVA,Mar,2002,23,2,Spring,Unknown,Unknown,PG,6413.0,9053,1836,1,45,1185,48
Tenshi no Shippo Chu!,6.54,"['Fantasy', 'Magic', 'Romance']",Tenshi no Shippo Chu!,TV,Mar,2003,14,11,Spring,Unknown,Unknown,PG,5708.0,6539,4894,4,163,2884,171
To Heart: Remember My Memories,6.44,"['Drama', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Slice of Life']",To Heart: Remember My Memories,TV,Oct,2004,24,13,Fall,"OLM, AIC ASTA",Visual novel,PG,6241.0,5409,7779,6,259,4162,301
To Heart: Remember My Memories Specials,6.12,"['Parody', 'Martial Arts', 'Comedy', 'Super Power', 'Samurai', 'Sci-Fi']",To Heart: Remember My Memories Specials,Special,Jan,2006,3,7,Winter,AIC ASTA,Unknown,R,7726.0,7927,2867,0,67,1408,57
Tokyo Mew Mew,6.99,"['Sci-Fi', 'Comedy', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",Mew Mew Power,TV,Apr,2002,24,52,Spring,Studio Pierrot,Manga,PG,3669.0,1251,115993,1418,5203,74793,9646
Uta∽Kata,6.72,"['Psychological', 'Drama', 'Magic']",Utakata,TV,Oct,2004,23,12,Fall,Hal Film Maker,Original,PG,4827.0,3495,22015,68,730,10560,1003
Uta∽Kata: Shotou no Futanatsu,6.95,"['Drama', 'Magic']",Uta∽Kata: Shotou no Futanatsu,Special,Apr,2005,24,1,Spring,Hal Film Maker,Original,PG,3809.0,6321,5343,3,79,3958,54
Kyuuketsuhime Miyu (TV),7.15,"['Action', 'Horror', 'Demons', 'Drama', 'Vampire', 'Shoujo']",Vampire Princess Miyu,TV,Oct,1997,25,26,Fall,AIC,Manga,R,2998.0,2873,31840,188,1794,12090,1963
Yawara!,7.48,"['Action', 'Comedy', 'Drama', 'Martial Arts', 'Romance', 'Slice of Life', 'Sports']",Yawara!,TV,Oct,1989,25,124,Fall,Madhouse,Manga,PG,1656.0,4184,14846,82,1256,2961,778
Burn Up Scramble,6.19,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Police', 'Sci-Fi', 'Shounen']",Burn Up Scramble,TV,Jan,2004,24,12,Winter,AIC,Original,R,7409.0,5313,8191,2,368,3946,401
Canvas 2: Niji-iro no Sketch,6.78,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",Canvas 2:Rainbow Colored Sketch,TV,Oct,2005,24,24,Fall,Zexcs,Visual novel,PG,4517.0,3325,24394,51,1033,13620,1153
Canvas: Sepia-iro no Motif,5.71,"['Comedy', 'Romance', 'Slice of Life']",Canvas: Sepia-iro no Motif,OVA,Dec,2001,30,2,Winter,Unknown,Visual novel,R,9117.0,5723,6812,0,172,3994,176
Tenchi Muyou!,7.44,"['Comedy', 'Harem', 'Romance', 'Sci-Fi', 'Shounen', 'Space']",Tenchi Muyou!,TV,Apr,1995,23,26,Spring,AIC,Original,PG,1762.0,1955,62599,602,2565,39890,1986
Kanon Kazahana,6.75,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",Kanon Kazahana,Special,May,2003,20,1,Spring,Toei Animation,Visual novel,G,4693.0,4518,12186,6,165,7804,167
Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,4.75,"['Adventure', 'Magic', 'Comedy', 'Sci-Fi']",Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,Movie,Aug,2004,10,1,Summer,"Imagin, Studio Live",Unknown,PG,10807.0,8650,2155,1,49,1360,46
Comic Party Revolution,6.52,"['Comedy', 'Drama']",Comic Party Revolution,TV,Apr,2005,24,13,Spring,"Radix, Chaos Project",Visual novel,PG,5769.0,5231,8495,7,285,4751,444
Comic Party Specials,6.44,"['Comedy', 'Drama']",Comic Party Specials,Special,Jan,2003,7,4,Winter,OLM,Visual novel,PG,6204.0,7552,3323,3,50,2109,51
Patapata Hikousen no Bouken,7.57,"['Adventure', 'Sci-Fi']",Patapata Hikousen no Bouken,TV,Jan,2002,24,26,Winter,Telecom Animation Film,Novel,PG,1372.0,6021,6005,54,259,2361,210
Mujin Wakusei Survive,7.71,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Slice of Life']",Mujin Wakusei Survive,TV,Oct,2003,25,52,Fall,"Madhouse, Telecom Animation Film",Original,G,1012.0,3417,22946,257,1187,9800,933
Rec,7.34,"['Comedy', 'Drama', 'Romance', 'Seinen']",Rec,TV,Feb,2006,13,9,Winter,Shaft,Manga,PG,2173.0,1403,98911,317,2521,65502,2075
Uchuu Senkan Yamato (Movie),6.73,"['Military', 'Sci-Fi', 'Space', 'Drama']",Space Battleship Yamato,Movie,Aug,1977,140,1,Summer,Unknown,Original,PG,4749.0,7000,4125,7,125,1818,95
Zoids Genesis,7.24,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Military']",Zoids Genesis,TV,Apr,2005,25,50,Spring,Shogakukan Music & Digital Entertainment,Unknown,PG,2599.0,4307,13793,38,569,8063,612
Air Movie,7.26,"['Drama', 'Romance', 'Supernatural']",Air:The Motion Picture,Movie,Feb,2005,91,1,Winter,Toei Animation,Visual novel,PG,2528.0,2122,54973,128,639,41627,521
High School! Kimengumi,7.27,"['Comedy', 'Parody', 'Romance', 'School', 'Shounen']",Funny Faces in High School,TV,Oct,1985,25,86,Fall,Unknown,Manga,,2478.0,8031,2755,21,155,985,214
Yume de Aetara,6.45,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Seinen']",If I See You in My Dreams,OVA,Apr,1998,30,3,Spring,J.C.Staff,Manga,PG,6148.0,6805,4412,4,146,2451,104
Yume de Aetara (TV),6.46,"['Comedy', 'Drama', 'Romance', 'Seinen', 'Slice of Life']",If I See You in My Dreams,TV,Nov,1998,7,16,Fall,J.C.Staff,Manga,R,6095.0,6029,5971,7,246,3088,239
Princess Tutu,8.15,"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance']",Princess Tutu,TV,Aug,2002,16,38,Summer,Hal Film Maker,Original,PG,368.0,1138,129950,4426,6385,63089,5026
Baby☆Love,6.27,"['Comedy', 'Romance']",Baby☆Love,OVA,Nov,1997,30,1,Fall,Unknown,Manga,PG,7027.0,6358,5251,16,88,3515,102
Candy Candy (Movie),6.7,"['Slice of Life', 'Drama', 'Shoujo']",Candy Candy (Movie),Movie,Apr,1992,26,1,Spring,Toei Animation,Unknown,G,4878.0,7660,3190,7,64,2105,78
First Kiss Monogatari,5.08,"['Drama', 'Romance']",First Kiss Story,OVA,Feb,2000,31,1,Winter,Unknown,Visual novel,PG,10519.0,8364,2429,3,55,1571,55
Kingyo Chuuihou!,6.79,"['Comedy', 'Kids', 'Shoujo']",Goldfish Warning!,TV,Jan,1991,24,54,Winter,Toei Animation,Unknown,PG,4497.0,8672,2134,12,214,328,194
Hiatari Ryoukou!,7.09,"['Comedy', 'Romance', 'School', 'Shoujo', 'Sports']",Sunny Ryoko,TV,Mar,1987,25,48,Spring,Group TAC,Manga,PG,3259.0,7385,3571,10,263,798,213
Houkago no Shokuinshitsu,5.15,"['Drama', 'Romance', 'Shounen Ai']",After School in the Lounge,OVA,Jan,1995,28,2,Winter,Unknown,Manga,R,10392.0,5802,6568,7,155,4608,220
Vampire Hunter D,7.08,"['Action', 'Sci-Fi', 'Horror', 'Supernatural', 'Vampire']",Vampire Hunter D,Movie,Dec,1985,80,1,Winter,Production Reed,Light novel,R,3314.0,1909,64755,360,877,49034,395
MÄR,7.28,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",MÄR,TV,Apr,2005,24,102,Spring,SynergySP,Manga,PG,2455.0,2427,43615,281,3490,19097,5058
Bishoujo Senshi Sailor Moon R,7.69,"['Demons', 'Magic', 'Romance', 'Shoujo']",Sailor Moon R,TV,Mar,1993,24,43,Spring,Toei Animation,Manga,PG,1051.0,1213,120962,849,5165,96739,1828
Umi ga Kikoeru,6.61,"['Drama', 'Romance', 'School', 'Slice of Life']",The Ocean Waves,Special,May,1993,72,1,Spring,"J.C.Staff, Studio Ghibli",Novel,PG,5319.0,1706,77432,267,1259,53882,361
Trouble Chocolate,6.54,"['Comedy', 'Romance', 'Sci-Fi', 'Shounen']",Trouble Chocolate,TV,Oct,1999,25,20,Fall,AIC,Radio,G,5709.0,6797,4433,20,270,1891,371
True Love Story,6.07,['Romance'],"True Love Story Summer Days, and yet...",OVA,Sep,2003,25,3,Fall,Unknown,Visual novel,PG,7924.0,6914,4233,5,149,1898,105
Nanami-chan,6.05,"['Kids', 'Comedy']",Nanami-chan,TV,Oct,2004,5,12,Fall,Unknown,Unknown,G,8056.0,10236,1108,1,62,513,112
Binchou-tan,6.92,"['Slice of Life', 'Comedy']",Binchou-tan,TV,Feb,2006,12,12,Winter,Studio Deen,Manga,G,3937.0,5023,9440,60,368,4522,639
Bomberman Jetters,6.87,"['Action', 'Sci-Fi', 'Adventure', 'Comedy']",Bomberman Jetters,TV,Oct,2002,23,52,Fall,Studio Deen,Game,G,4157.0,7508,3387,43,181,1445,326
Osakana wa Ami no Naka,4.96,"['Drama', 'Shounen Ai']",Fish in the Trap,OVA,Jul,1994,27,1,Summer,J.C.Staff,Manga,R,10633.0,5588,7243,4,95,5630,131
Yuki no Joou (TV),7.03,"['Adventure', 'Drama', 'Fantasy', 'Shoujo']",The Snow Queen,TV,May,2005,25,36,Spring,TMS Entertainment,Book,PG,3527.0,7453,3509,16,230,724,247
School Days ONA,5.96,"['Romance', 'School', 'Drama']",School Days ONA,ONA,Feb,2005,21,1,Winter,Unknown,Visual novel,R,8369.0,2910,31294,52,462,22710,429
Kaze wo Mita Shounen,6.71,"['Adventure', 'Drama', 'Fantasy']",The Boy Who Saw the Wind,Movie,Jul,2000,97,1,Summer,Brain's Base,Book,PG,4863.0,6456,5045,0,104,2564,81
RahXephon: Tagen Hensoukyoku,7.04,"['Action', 'Drama', 'Mecha', 'Psychological', 'Romance', 'Sci-Fi']",RahXephon:Pluralitas Concentio,Movie,Apr,2003,120,1,Spring,Bones,Original,PG,3480.0,4334,13589,20,243,8922,149
Tokyo Godfathers,8.29,"['Comedy', 'Drama']",Tokyo Godfathers,Movie,Nov,2003,92,1,Fall,Madhouse,Original,PG,231.0,740,198233,1721,3375,124382,614
Tenjou Tenge: The Past Chapter,7.07,"['Adventure', 'Drama', 'Martial Arts', 'Romance', 'Shounen', 'Supernatural']",TenjhoTenge:The Past Chapter,Movie,Mar,2005,92,1,Spring,Madhouse,Manga,R,3334.0,3654,20134,23,358,14034,210
Naruto: Akaki Yotsuba no Clover wo Sagase,6.52,"['Adventure', 'Comedy', 'Shounen']",Naruto:Find the Crimson Four-leaf Clover!,Special,May,2003,17,1,Spring,Studio Pierrot,Manga,PG,5798.0,1842,68025,137,528,60210,301
Bleach: Memories in the Rain,7.15,"['Action', 'Adventure', 'Supernatural', 'Drama', 'Shounen']",Bleach:Memories in the Rain,Special,Dec,2004,29,1,Winter,Studio Pierrot,Manga,PG,2986.0,1346,105026,327,984,92300,381
Zoids,7.38,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",Zoids,TV,Sep,1999,25,67,Fall,Xebec,Unknown,PG,2009.0,2495,41604,273,1337,29603,2484
Zoids Shinseiki/Zero,7.34,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen', 'Sports']",Zoids:New Century,TV,Jan,2001,24,26,Winter,Xebec,Unknown,PG,2181.0,3329,24166,149,601,18904,649
Chou Henshin Cosprayers Specials,5.02,"['Adventure', 'Magic', 'Comedy', 'Sci-Fi']",Chou Henshin Cosprayers Specials,Special,Jul,2004,14,3,Summer,"Imagin, Studio Live",Original,PG,10591.0,8932,1930,1,44,1205,45
Kishin Houkou Demonbane,6.05,"['Comedy', 'Drama', 'Mecha', 'Sci-Fi']",Kishin Houkou Demonbane,OVA,Jul,2004,24,1,Summer,"Group TAC, View Works",Visual novel,PG,8031.0,5196,8606,12,228,4992,167
Burn Up!,6.09,"['Action', 'Sci-Fi', 'Comedy', 'Police', 'Ecchi']",Burn Up!,OVA,Mar,1991,46,1,Spring,AIC,Original,R,7864.0,5706,6908,4,175,4075,96
Burn Up! W,6.37,"['Sci-Fi', 'Comedy', 'Ecchi', 'Mecha', 'Shounen']",Burn Up! W,OVA,Apr,1996,27,4,Spring,AIC,Original,R,6561.0,5274,8334,5,215,5463,221
Pale Cocoon,7.37,"['Drama', 'Sci-Fi']",Pale Cocoon,OVA,Dec,2005,23,1,Winter,Studio Rikka,Original,PG,2034.0,1994,60346,223,904,39566,178
Ginyuu Mokushiroku Meine Liebe Wieder,6.69,"['Drama', 'Fantasy', 'Shoujo']",Ginyuu Mokushiroku Meine Liebe Wieder,TV,Jan,2006,24,13,Winter,Bee Train,Visual novel,PG,4963.0,5849,6482,14,219,2762,267
Tenamonya Voyagers,6.19,"['Ecchi', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",Tenamonya Voyagers,OVA,Jun,1999,30,4,Summer,Studio Pierrot,Original,PG,7416.0,7373,3592,3,130,1468,110
Nanaka 6/17,6.61,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Shounen']",Nanaka 6/17,TV,Jan,2003,25,12,Winter,J.C.Staff,Manga,PG,5351.0,5409,7842,15,318,4216,488
Hellsing Ultimate,8.4,"['Action', 'Military', 'Horror', 'Supernatural', 'Vampire', 'Seinen']",Hellsing Ultimate,OVA,Feb,2006,50,10,Winter,"Madhouse, Satelight, Graphinica",Manga,R,154.0,143,676023,18134,61371,406085,17217
Detective Conan Movie 01: The Timed Skyscraper,7.87,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",Case Closed The Movie:The Time Bombed Skyscraper,Movie,Apr,1997,94,1,Spring,TMS Entertainment,Manga,PG,711.0,2150,53840,75,491,49829,199
Detective Conan Movie 02: The Fourteenth Target,7.9,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",Case Closed:The Fourteenth Target,Movie,Apr,1998,99,1,Spring,TMS Entertainment,Manga,PG,671.0,2303,48210,71,383,44493,207
Detective Conan Movie 03: The Last Wizard of the Century,8.04,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",Case Closed Movie 3:The Last Wizard of the Century,Movie,Apr,1999,100,1,Spring,TMS Entertainment,Manga,PG,484.0,2244,50636,74,511,46352,246
Gasaraki,6.66,"['Psychological', 'Mecha', 'Military', 'Supernatural', 'Drama']",Gasaraki,TV,Oct,1998,25,25,Fall,Sunrise,Original,PG,5082.0,3876,17612,41,889,5726,1087
Miami Guns,6.47,"['Comedy', 'Ecchi', 'Police', 'Shounen']",Miami Guns,TV,Feb,2000,23,13,Winter,Group TAC,Manga,R,6070.0,6476,4973,14,261,1965,363
Otaku no Video,7.14,"['Comedy', 'Drama', 'Historical', 'Magic', 'Mecha', 'Sci-Fi']",Otaku no Video,OVA,Sep,1991,48,2,Fall,Gainax,Other,PG,3042.0,3287,24904,96,519,14365,258
Pugyuru,5.73,"['Comedy', 'Fantasy', 'School']",Pugyuru,TV,Apr,2004,3,13,Spring,Creators Dot Com,Unknown,PG,9046.0,7185,3852,8,105,2203,170
Eiken: Eikenbu yori Ai wo Komete,4.39,"['Ecchi', 'Comedy', 'Harem', 'School']",Eiken,OVA,Jun,2003,30,2,Summer,J.C.Staff,Manga,PG,10938.0,3268,25048,46,801,16643,997
Shinigami no Ballad.,6.93,"['Drama', 'Fantasy', 'Psychological', 'Supernatural']","Momo, Girl God of Death",TV,Mar,2006,25,6,Spring,"Group TAC, Ginga Ya",Light novel,PG,3879.0,2492,41384,95,1364,22476,1761
Ergo Proxy,7.92,"['Psychological', 'Mystery', 'Sci-Fi']",Ergo Proxy,TV,Feb,2006,25,23,Winter,Manglobe,Original,R,651.0,249,478552,11039,28651,213453,18804
Arion,6.14,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Drama', 'Seinen']",Arion,Movie,Mar,1986,120,1,Spring,Sunrise,Manga,R,7588.0,6615,4734,7,132,2259,81
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,7.42,"['Adventure', 'Comedy', 'Shounen']",Ranma ½:Nihao My Concubine,Movie,Aug,1992,60,1,Summer,Unknown,Manga,PG,1821.0,3893,17528,20,200,14345,106
xxxHOLiC Movie: Manatsu no Yoru no Yume,7.96,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Drama']",xxxHOLiC The Movie:A Midsummer Night's Dream,Movie,Aug,2005,60,1,Summer,Production I.G,Manga,PG,589.0,2089,56195,110,727,41572,271
Oniisama e...,7.79,"['Psychological', 'Drama', 'School', 'Shoujo', 'Shoujo Ai']","Brother, Dear Brother",TV,Jul,1991,25,39,Summer,Tezuka Productions,Manga,PG,832.0,3031,28971,622,1922,7539,987
Mahoujin Guru Guru Movie,6.81,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",Magical Circle Guru Guru Movie,Movie,Apr,1996,30,1,Spring,Nippon Animation,Manga,G,4420.0,9303,1667,4,51,876,58
Hanaukyou Maid-tai OVA,6.69,"['Comedy', 'Ecchi', 'Harem', 'Romance']",Hanaukyou Maid-tai OVA,OVA,Sep,2001,14,3,Fall,Daume,Manga,R,4959.0,5160,8732,6,165,6586,107
Yomigaeru Sora: Rescue Wings,7.42,"['Drama', 'Military', 'Seinen']",Yomigaeru Sora: Rescue Wings,TV,Jan,2006,23,12,Winter,J.C.Staff,Original,PG,1850.0,4618,11676,35,452,4440,405
Kokoro Toshokan,6.48,"['Comedy', 'Drama', 'Slice of Life']",Kokoro Toshokan,TV,Oct,2001,24,13,Fall,Studio Deen,Manga,PG,5991.0,6289,5362,17,208,2079,407
NieA Under 7,6.85,"['Comedy', 'Sci-Fi', 'Slice of Life']",NieA Under 7,TV,Apr,2000,23,13,Spring,Triangle Staff,Original,PG,4214.0,3083,28038,116,1124,10125,1197
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.54,"['Action', 'Military', 'Sci-Fi', 'Mystery', 'Police', 'Mecha', 'Seinen']",Ghost in the Shell:Stand Alone Complex 2nd GIG,TV,Jan,2004,25,26,Winter,Production I.G,Manga,R,88.0,778,191690,3021,7242,115405,2104
Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,7.33,"['Action', 'Adventure', 'Fantasy', 'Drama', 'Shounen']",Tsubasa RESERVoir CHRoNiCLE The Movie:The Princess in the Birdcage Kingdom,Movie,Aug,2005,35,1,Summer,Production I.G,Unknown,PG,2230.0,2482,41710,85,454,31418,205
Bakuretsu Hunters OVA,6.54,"['Action', 'Adventure', 'Harem', 'Comedy', 'Super Power', 'Magic', 'Romance', 'Ecchi', 'Fantasy', 'Shounen']",Sorcerer Hunters,OVA,Dec,1996,28,3,Winter,"Xebec, Production Reed",Manga,R,5658.0,6219,5518,9,179,3288,141
Android Ana Maico 2010,6.44,"['Comedy', 'Drama', 'Sci-Fi', 'Seinen']",Android Announcer Maico 2010,TV,Apr,1998,14,24,Spring,"Group TAC, Animaruya",Manga,PG,6197.0,7925,2867,3,120,1140,238
